Napló azon.	Időpont	Óra	Mérés	Szakasz	Mérés sorozat megnevezése	Szonda	Páratartalom [%]	Hőmérséklet [°C]	D1	D2	D3	D4	D5	D6	D7	D8	L1	L2	L3	L4	L5	L6	L7	L8	Méretszám	Idő különbség [perc]	Megerősített?
91475	2018.08.30. 19:17:50	19	5	5/17	Diab.virg/4	V310	54	25,13	0	0	1915	750	0	0	0	1	1915	750	1	0	0	0	0	0	2666	1,7	1
91474	2018.08.30. 19:16:08	19	5	5/17	Diab.virg/4	V310	54	25,55	1	0	0	1537	0	1	0	3	1537	3	1	1	0	0	0	0	1542	5,9	1
91473	2018.08.30. 19:10:15	19	5	5/17	Diab.virg/4	V310	54	25,96	0	0	0	1002	1884	106	0	0	1884	1002	106	0	0	0	0	0	2992	20	1
91472	2018.08.30. 18:50:17	18	5	5/17	Diab.virg/4	V310	54	28,01	5	0	0	2820	11	0	2	1	2820	11	5	2	1	0	0	0	2839	3,2	1
91471	2018.08.30. 18:47:07	18	5	5/17	Diab.virg/4	V310	54	28,46	0	0	0	2580	46	0	0	0	2580	46	0	0	0	0	0	0	2626	3,8	1
91470	2018.08.30. 18:43:20	18	5	5/17	Diab.virg/4	V310	54	28,91	0	0	0	1308	1709	0	0	2	1709	1308	2	0	0	0	0	0	3019	12,7	1
91469	2018.08.30. 18:30:40	18	5	5/17	Diab.virg/4	V310	54	30,11	0	0	66	1674	0	0	0	0	1674	66	0	0	0	0	0	0	1740	23,8	1
91468	2018.08.30. 18:06:55	18	5	5/17	Diab.virg/4	V310	55	31,58	0	185	2810	1482	7	0	0	0	2810	1482	185	7	0	0	0	0	4484	6,2	1
91414	2018.08.30. 18:05:28	18	6	6/17	Diab.virg/5	V344	59	28,16	0	1	0	2	0	999	4087	0	4087	999	2	1	0	0	0	0	5089	26,6	1
91467	2018.08.30. 18:00:45	18	5	5/17	Diab.virg/4	V310	55	31,84	0	0	0	100	2316	495	0	0	2316	495	100	0	0	0	0	0	2911	27,2	1
91511	2018.08.30. 17:46:40	17	4	4/23	Diab.virg/3	V330	47	29,15	0	0	0	0	422	2506	2261	46	2506	2261	422	46	0	0	0	0	5235	234,1	1
91402	2018.08.30. 17:38:51	17	6	6/17	Diab.virg/5	V344	59	28,81	0	0	0	0	0	3454	90	0	3454	90	0	0	0	0	0	0	3544	23,6	1
91466	2018.08.30. 17:33:36	17	5	5/17	Diab.virg/4	V310	55	33,43	847	1217	1526	440	206	86	45	19	1526	1217	847	440	206	86	45	19	4386	8,7	0
91465	2018.08.30. 17:24:53	17	5	5/17	Diab.virg/4	V310	56	33,9	0	0	0	0	265	2643	238	0	2643	265	238	0	0	0	0	0	3146	46,8	1
91401	2018.08.30. 17:15:15	17	6	6/17	Diab.virg/5	V344	59	29,2	0	0	3	0	163	2874	335	0	2874	335	163	3	0	0	0	0	3375	15,3	1
91400	2018.08.30. 16:59:55	16	6	6/17	Diab.virg/5	V344	58	29,51	2	3	2	0	2624	3509	0	0	3509	2624	3	2	2	0	0	0	6140	12,8	1
91399	2018.08.30. 16:47:05	16	6	6/17	Diab.virg/5	V344	58	29,8	0	0	0	0	46	2003	948	0	2003	948	46	0	0	0	0	0	2997	32,1	1
91464	2018.08.30. 16:38:08	16	5	5/17	Diab.virg/4	V310	58	35,66	0	0	131	1825	1790	0	0	0	1825	1790	131	0	0	0	0	0	3746	5,8	1
91463	2018.08.30. 16:32:22	16	5	5/17	Diab.virg/4	V310	58	35,66	1858	1617	871	397	84	49	100	46	1858	1617	871	397	100	84	49	46	5022	1,6	0
91462	2018.08.30. 16:30:46	16	5	5/17	Diab.virg/4	V310	58	35,76	108	840	1531	1352	1428	508	137	30	1531	1428	1352	840	508	137	108	30	5934	110	0
91398	2018.08.30. 16:14:58	16	6	6/17	Diab.virg/5	V344	59	30,1	1	0	1	0	1	9	1325	0	1325	9	1	1	1	0	0	0	1337	52,8	1
91397	2018.08.30. 15:22:12	15	6	6/17	Diab.virg/5	V344	59	30,42	0	0	0	265	3609	0	0	0	3609	265	0	0	0	0	0	0	3874	71,8	1
91461	2018.08.30. 14:40:46	14	5	5/17	Diab.virg/4	V310	57	36,43	4	16	42	42	114	988	1160	488	1160	988	488	114	42	42	16	4	2854	64	0
91396	2018.08.30. 14:10:22	14	6	6/17	Diab.virg/5	V344	58	31,87	32	37	62	77	375	796	1343	1175	1343	1175	796	375	77	62	37	32	3897	77	0
91510	2018.08.30. 13:52:34	13	4	4/23	Diab.virg/3	V330	47	39,22	1	0	0	0	2043	0	0	0	2043	1	0	0	0	0	0	0	2044	129,8	1
91460	2018.08.30. 13:36:46	13	5	5/17	Diab.virg/4	V310	57	36,47	12	275	867	1239	1086	1125	249	44	1239	1125	1086	867	275	249	44	12	4897	14,3	0
91459	2018.08.30. 13:22:31	13	5	5/17	Diab.virg/4	V310	58	36,08	1068	1789	1197	663	205	53	29	17	1789	1197	1068	663	205	53	29	17	5021	21,1	0
91458	2018.08.30. 13:01:23	13	5	5/17	Diab.virg/4	V310	57	34,88	0	0	0	856	2096	0	0	0	2096	856	0	0	0	0	0	0	2952	64	1
91395	2018.08.30. 12:53:19	12	6	6/17	Diab.virg/5	V344	58	32,33	30	112	355	2021	986	268	113	30	2021	986	355	268	113	112	30	30	3915	48,3	0
91394	2018.08.30. 12:05:01	12	6	6/17	Diab.virg/5	V344	58	31,29	0	0	0	715	2405	0	0	0	2405	715	0	0	0	0	0	0	3120	64,7	1
91457	2018.08.30. 11:57:24	11	5	5/17	Diab.virg/4	V310	57	32,1	7	41	407	1024	1215	601	78	11	1215	1024	601	407	78	41	11	7	3384	39,3	0
91509	2018.08.30. 11:42:49	11	4	4/23	Diab.virg/3	V330	49	36,06	2	0	0	0	674	1600	6	3	1600	674	6	3	2	0	0	0	2285	199,5	1
91456	2018.08.30. 11:18:06	11	5	5/17	Diab.virg/4	V310	57	30,08	0	0	0	0	2911	145	0	0	2911	145	0	0	0	0	0	0	3056	30,5	1
91393	2018.08.30. 11:00:20	11	6	6/17	Diab.virg/5	V344	60	28,34	0	0	0	2741	0	0	0	0	2741	0	0	0	0	0	0	0	2741	112,5	1
91455	2018.08.30. 10:47:39	10	5	5/17	Diab.virg/4	V310	58	27,34	0	0	0	0	2088	334	0	0	2088	334	0	0	0	0	0	0	2422	10,9	1
91454	2018.08.30. 10:36:43	10	5	5/17	Diab.virg/4	V310	58	26,76	0	0	603	0	0	0	0	0	603	0	0	0	0	0	0	0	603	2,2	1
91453	2018.08.30. 10:34:33	10	5	5/17	Diab.virg/4	V310	58	26,47	0	0	2452	0	0	0	0	0	2452	0	0	0	0	0	0	0	2452	11,5	1
91452	2018.08.30. 10:23:05	10	5	5/17	Diab.virg/4	V310	57	25,75	0	0	2161	4	0	0	1	2	2161	4	2	1	0	0	0	0	2168	7,6	1
91451	2018.08.30. 10:15:27	10	5	5/17	Diab.virg/4	V310	57	25,36	0	0	0	77	1870	0	0	0	1870	77	0	0	0	0	0	0	1947	4	1
91450	2018.08.30. 10:11:27	10	5	5/17	Diab.virg/4	V310	57	25,13	0	0	0	0	305	2531	0	0	2531	305	0	0	0	0	0	0	2836	22,7	1
91449	2018.08.30. 09:48:47	9	5	5/17	Diab.virg/4	V310	57	24,03	0	0	0	0	0	1997	0	0	1997	0	0	0	0	0	0	0	1997	17,2	1
91448	2018.08.30. 09:31:35	9	5	5/17	Diab.virg/4	V310	57	23,01	3	4	1	39	136	1865	744	17	1865	744	136	39	17	4	3	1	2809	4,3	1
91441	2018.08.30. 09:27:15	9	5	5/17	Diab.virg/4	V310	57	22,78	0	0	0	0	1317	0	0	0	1317	0	0	0	0	0	0	0	1317	1,9	1
91440	2018.08.30. 09:25:22	9	5	5/17	Diab.virg/4	V310	57	22,78	0	0	0	1829	0	0	0	0	1829	0	0	0	0	0	0	0	1829	17,1	1
91439	2018.08.30. 09:08:16	9	5	5/17	Diab.virg/4	V310	57	21,67	0	0	0	44	2775	1612	0	0	2775	1612	44	0	0	0	0	0	4431	13,6	1
91392	2018.08.30. 09:07:52	9	6	6/17	Diab.virg/5	V344	61	22,47	0	0	0	0	0	2157	2356	0	2356	2157	0	0	0	0	0	0	4513	1,3	1
91391	2018.08.30. 09:06:36	9	6	6/17	Diab.virg/5	V344	61	22,47	0	0	0	0	44	2174	2338	0	2338	2174	44	0	0	0	0	0	4556	21,4	1
91438	2018.08.30. 08:54:40	8	5	5/17	Diab.virg/4	V310	57	20,82	0	47	1004	1889	38	42	0	0	1889	1004	47	42	38	0	0	0	3020	5,9	1
91437	2018.08.30. 08:48:49	8	5	5/17	Diab.virg/4	V310	57	20,52	0	0	0	0	56	1227	1499	12	1499	1227	56	12	0	0	0	0	2794	7,9	1
91390	2018.08.30. 08:45:11	8	6	6/17	Diab.virg/5	V344	61	20,76	0	0	8	192	3078	3198	1366	0	3198	3078	1366	192	8	0	0	0	7842	11,4	1
91436	2018.08.30. 08:40:58	8	5	5/17	Diab.virg/4	V310	57	19,89	0	0	0	504	2726	0	0	0	2726	504	0	0	0	0	0	0	3230	2,7	1
91435	2018.08.30. 08:38:18	8	5	5/17	Diab.virg/4	V310	56	19,58	1	0	0	1058	1072	52	3	4	1072	1058	52	4	3	1	0	0	2190	424,7	1
91388	2018.08.30. 08:33:45	8	6	6/16	Diab.virg/5	V344	61	19,62	0	3	11	8	121	2246	1344	0	2246	1344	121	11	8	3	0	0	3733	33,2	1
91507	2018.08.30. 08:23:22	8	4	4/22	Diab.virg/3	V330	52	24,38	526	823	1437	882	336	290	198	117	1437	882	823	526	336	290	198	117	4609	128,2	0
91379	2018.08.30. 08:00:36	8	6	6/16	Diab.virg/5	V344	61	16,27	0	0	0	0	950	4626	781	0	4626	950	781	0	0	0	0	0	6357	623,9	1
91506	2018.08.30. 06:15:12	6	4	4/22	Diab.virg/3	V330	51	9,85	1	1	3	1	0	630	3736	639	3736	639	630	3	1	1	1	0	5011	457,6	0
91059	2018.08.30. 01:33:38	1	5	5/16	Diab.virg/4	V310	56	12,25	2070	892	7	2	3	1	4	3	2070	892	7	4	3	3	2	1	2982	282,6	1
91136	2018.08.29. 22:37:39	22	4	4/22	Diab.virg/3	V330	49	13,28	7	3	11	8	10	19	905	1250	1250	905	19	11	10	8	7	3	2213	27,1	0
91135	2018.08.29. 22:10:31	22	4	4/22	Diab.virg/3	V330	49	13,71	1	0	5	1362	2550	380	6	4	2550	1362	380	6	5	4	1	0	4308	321,8	1
91079	2018.08.29. 21:36:44	21	6	6/16	Diab.virg/5	V344	60	15,4	6	6	7	6	3	1720	2037	26	2037	1720	26	7	6	6	6	3	3811	125	1
91058	2018.08.29. 20:51:00	20	5	5/16	Diab.virg/4	V310	56	16,26	4	0	1	80	1295	1654	1	1	1654	1295	80	4	1	1	1	0	3036	54,8	1
91057	2018.08.29. 19:56:13	19	5	5/16	Diab.virg/4	V310	56	19,88	2	2	0	0	178	1572	1	2	1572	178	2	2	2	1	0	0	1757	33,2	1
91078	2018.08.29. 19:31:44	19	6	6/16	Diab.virg/5	V344	60	22,12	1	4	4	264	2955	1258	2	1	2955	1258	264	4	4	2	1	1	4489	77,5	1
91056	2018.08.29. 19:23:00	19	5	5/16	Diab.virg/4	V310	56	23,48	3	2	1	34	2445	0	3	4	2445	34	4	3	3	2	1	0	2492	9,8	1
91055	2018.08.29. 19:13:15	19	5	5/16	Diab.virg/4	V310	56	24,4	0	0	32	1823	1503	0	0	0	1823	1503	32	0	0	0	0	0	3358	4,3	1
91054	2018.08.29. 19:09:00	19	5	5/16	Diab.virg/4	V310	56	24,87	0	0	1	97	2129	75	0	0	2129	97	75	1	0	0	0	0	2302	50,1	1
91037	2018.08.29. 18:18:55	18	5	5/16	Diab.virg/4	V310	57	29,84	0	0	586	1060	0	0	0	0	1060	586	0	0	0	0	0	0	1646	54,2	1
91077	2018.08.29. 18:14:12	18	6	6/16	Diab.virg/5	V344	60	26,9	1	0	0	0	179	2264	18	0	2264	179	18	1	0	0	0	0	2462	17	1
91053	2018.08.29. 17:57:14	17	6	6/16	Diab.virg/5	V344	60	27,3	0	0	0	3063	2463	0	0	0	3063	2463	0	0	0	0	0	0	5526	4,8	1
91052	2018.08.29. 17:52:25	17	6	6/16	Diab.virg/5	V344	60	27,51	5	53	2581	685	0	0	0	0	2581	685	53	5	0	0	0	0	3324	30,1	1
91036	2018.08.29. 17:24:41	17	5	5/16	Diab.virg/4	V310	59	32,96	0	0	1333	0	0	0	0	0	1333	0	0	0	0	0	0	0	1333	26	1
91051	2018.08.29. 17:22:17	17	6	6/16	Diab.virg/5	V344	60	27,85	0	0	0	3741	1140	0	1	1	3741	1140	1	1	0	0	0	0	4883	12,1	1
91050	2018.08.29. 17:10:12	17	6	6/16	Diab.virg/5	V344	60	28,01	2	0	0	2206	2642	0	0	0	2642	2206	2	0	0	0	0	0	4850	36,4	1
91024	2018.08.29. 16:58:43	16	5	5/16	Diab.virg/4	V310	60	34,23	475	1290	1519	1583	1456	1048	394	149	1583	1519	1456	1290	1048	475	394	149	7914	58,7	0
91134	2018.08.29. 16:48:41	16	4	4/22	Diab.virg/3	V330	48	29,29	0	488	1585	100	56	23	3	2	1585	488	100	56	23	3	2	0	2257	46,2	0
91049	2018.08.29. 16:33:47	16	6	6/16	Diab.virg/5	V344	60	28,51	0	0	0	3131	1870	0	0	0	3131	1870	0	0	0	0	0	0	5001	158,5	1
91133	2018.08.29. 16:02:32	16	4	4/22	Diab.virg/3	V330	48	31,67	0	0	0	0	385	2842	2332	41	2842	2332	385	41	0	0	0	0	5600	121,5	1
91023	2018.08.29. 16:00:03	16	5	5/16	Diab.virg/4	V310	61	34,58	52	317	711	1182	1727	2445	1261	414	2445	1727	1261	1182	711	414	317	52	8109	3,5	0
91022	2018.08.29. 15:56:31	15	5	5/16	Diab.virg/4	V310	60	34,58	1266	643	484	299	196	114	91	26	1266	643	484	299	196	114	91	26	3119	53,6	0
91021	2018.08.29. 15:02:55	15	5	5/16	Diab.virg/4	V310	61	34,9	0	0	0	0	2042	60	0	0	2042	60	0	0	0	0	0	0	2102	3,6	1
91020	2018.08.29. 14:59:18	14	5	5/16	Diab.virg/4	V310	61	34,9	29	641	1733	1765	1505	251	60	26	1765	1733	1505	641	251	60	29	26	6010	30,2	0
91019	2018.08.29. 14:29:05	14	5	5/16	Diab.virg/4	V310	61	35,29	0	0	0	0	0	2100	1636	0	2100	1636	0	0	0	0	0	0	3736	61,2	1
91132	2018.08.29. 14:01:04	14	4	4/22	Diab.virg/3	V330	48	35,96	1	1	8	7	15	19	1118	2037	2037	1118	19	15	8	7	1	1	3206	40,5	1
91048	2018.08.29. 13:55:17	13	6	6/16	Diab.virg/5	V344	59	31,02	3	1	9	3	0	1151	2244	0	2244	1151	9	3	3	1	0	0	3411	36,7	1
91018	2018.08.29. 13:27:54	13	5	5/16	Diab.virg/4	V310	63	35,03	24	179	533	966	1245	1185	364	82	1245	1185	966	533	364	179	82	24	4578	13,7	0
91131	2018.08.29. 13:20:32	13	4	4/22	Diab.virg/3	V330	49	35,78	0	69	1857	1016	10	4	4	1	1857	1016	69	10	4	4	1	0	2961	38,3	1
91047	2018.08.29. 13:18:35	13	6	6/16	Diab.virg/5	V344	58	32,1	1	0	0	206	3743	0	0	1	3743	206	1	1	0	0	0	0	3951	260,2	1
91017	2018.08.29. 13:14:15	13	5	5/16	Diab.virg/4	V310	63	33,92	81	892	1581	1242	1652	393	97	33	1652	1581	1242	892	393	97	81	33	5971	50,4	0
91130	2018.08.29. 12:42:17	12	4	4/22	Diab.virg/3	V330	49	35,46	15	39	203	352	626	816	901	659	901	816	659	626	352	203	39	15	3611	20,5	0
91006	2018.08.29. 12:23:51	12	5	5/16	Diab.virg/4	V310	61	31,67	14	55	240	513	843	802	212	34	843	802	513	240	212	55	34	14	2713	28,7	0
91129	2018.08.29. 12:21:49	12	4	4/22	Diab.virg/3	V330	50	35,16	0	0	3072	234	14	13	21	11	3072	234	21	14	13	11	0	0	3365	27,1	1
91005	2018.08.29. 11:55:08	11	5	5/16	Diab.virg/4	V310	60	29,81	1355	806	509	292	121	33	13	6	1355	806	509	292	121	33	13	6	3135	68,6	0
91128	2018.08.29. 11:54:41	11	4	4/22	Diab.virg/3	V330	50	33,33	8	17	137	404	928	699	705	110	928	705	699	404	137	110	17	8	3008	22,1	0
91127	2018.08.29. 11:32:32	11	4	4/22	Diab.virg/3	V330	50	32,55	0	5	11	273	827	278	16	2	827	278	273	16	11	5	2	0	1412	35,6	0
91126	2018.08.29. 10:56:59	10	4	4/22	Diab.virg/3	V330	51	30,87	68	307	966	1321	1661	1235	804	217	1661	1321	1235	966	804	307	217	68	6579	1	0
91125	2018.08.29. 10:55:57	10	4	4/22	Diab.virg/3	V330	51	30,87	16	1802	1093	10	13	16	9	3	1802	1093	16	16	13	10	9	3	2962	124,3	1
91004	2018.08.29. 10:46:35	10	5	5/16	Diab.virg/4	V310	61	25,81	0	0	0	2320	116	0	0	0	2320	116	0	0	0	0	0	0	2436	32	1
91003	2018.08.29. 10:14:38	10	5	5/16	Diab.virg/4	V310	60	23,98	0	0	0	0	0	2195	0	0	2195	0	0	0	0	0	0	0	2195	12,3	1
91002	2018.08.29. 10:02:21	10	5	5/16	Diab.virg/4	V310	60	23,59	0	0	0	298	2219	124	5	3	2219	298	124	5	3	0	0	0	2649	24,9	1
91001	2018.08.29. 09:37:24	9	5	5/16	Diab.virg/4	V310	60	22,46	0	0	2036	0	0	0	0	1	2036	1	0	0	0	0	0	0	2037	33,6	1
91000	2018.08.29. 09:03:47	9	5	5/16	Diab.virg/4	V310	60	20,23	2	0	0	0	1562	0	35	4	1562	35	4	2	0	0	0	0	1603	904,7	1
91046	2018.08.29. 08:58:26	8	6	6/16	Diab.virg/5	V344	60	20,38	1	0	0	0	3045	1251	0	0	3045	1251	1	0	0	0	0	0	4297	566,7	1
91124	2018.08.29. 08:51:38	8	4	4/22	Diab.virg/3	V330	53	28,09	4	2	0	0	0	2593	118	1	2593	118	4	2	1	0	0	0	2718	47,8	1
91123	2018.08.29. 08:03:50	8	4	4/22	Diab.virg/3	V330	53	22,58	4	3	0	4	1802	0	10	4	1802	10	4	4	4	3	0	0	1827	779,4	0
90635	2018.08.28. 23:31:47	23	6	6/16	Diab.virg/5	V344	60	13,17	2	3	5	5	1	1	2105	57	2105	57	5	5	3	2	1	1	2179	260,3	1
90634	2018.08.28. 19:11:30	19	6	6/16	Diab.virg/5	V344	60	23,86	3	7	3	1	148	4000	0	0	4000	148	7	3	3	1	0	0	4162	7,3	1
90785	2018.08.28. 19:04:29	19	4	4/22	Diab.virg/3	V330	49	23,63	2	1	314	1618	229	3	7	5	1618	314	229	7	5	3	2	1	2179	39,9	1
90633	2018.08.28. 19:04:15	19	6	6/16	Diab.virg/5	V344	60	24,4	0	0	0	3733	459	0	2	3	3733	459	3	2	0	0	0	0	4197	2,1	1
90632	2018.08.28. 19:02:08	19	6	6/16	Diab.virg/5	V344	60	24,4	2	3	2	1588	2051	0	1	2	2051	1588	3	2	2	2	1	0	3649	7	1
90623	2018.08.28. 18:55:11	18	6	6/16	Diab.virg/5	V344	60	24,97	8	5	8	2	2	1910	3783	86	3783	1910	86	8	8	5	2	2	5804	6,4	1
90622	2018.08.28. 18:48:49	18	6	6/16	Diab.virg/5	V344	60	25,42	4	6	7	0	3225	0	3	4	3225	7	6	4	4	3	0	0	3249	12,5	1
90621	2018.08.28. 18:36:20	18	6	6/16	Diab.virg/5	V344	60	25,69	3	4	2	1	129	1797	2124	0	2124	1797	129	4	3	2	1	0	4060	15,5	1
90784	2018.08.28. 18:24:38	18	4	4/22	Diab.virg/3	V330	48	26,67	2	7	4	9	6	0	1276	61	1276	61	9	7	6	4	2	0	1365	163,4	0
90620	2018.08.28. 18:20:50	18	6	6/16	Diab.virg/5	V344	60	25,82	0	0	0	0	3690	3455	0	0	3690	3455	0	0	0	0	0	0	7145	26	1
90681	2018.08.28. 17:59:08	17	5	5/16	Diab.virg/4	V310	60	26,61	0	0	1852	0	0	0	2	2	1852	2	2	0	0	0	0	0	1856	92,1	1
90619	2018.08.28. 17:54:49	17	6	6/16	Diab.virg/5	V344	60	25,95	0	0	0	178	2534	190	0	0	2534	190	178	0	0	0	0	0	2902	28,4	1
90618	2018.08.28. 17:26:22	17	6	6/16	Diab.virg/5	V344	60	27,21	0	0	2	0	0	104	3716	245	3716	245	104	2	0	0	0	0	4067	4,6	1
90617	2018.08.28. 17:21:45	17	6	6/16	Diab.virg/5	V344	60	27,27	3	80	308	1670	1561	30	3	0	1670	1561	308	80	30	3	3	0	3655	2,7	1
90616	2018.08.28. 17:19:06	17	6	6/16	Diab.virg/5	V344	60	27,32	0	0	0	495	1243	1200	1130	59	1243	1200	1130	495	59	0	0	0	4127	15,3	0
90613	2018.08.28. 17:03:47	17	6	6/16	Diab.virg/5	V344	60	27,57	648	1673	1255	19	0	1	1	0	1673	1255	648	19	1	1	0	0	3597	2	1
90612	2018.08.28. 17:01:50	17	6	6/16	Diab.virg/5	V344	60	27,57	0	0	0	0	996	2427	0	0	2427	996	0	0	0	0	0	0	3423	73,7	1
90680	2018.08.28. 16:27:03	16	5	5/15	Diab.virg/4	V310	61	30,58	0	0	0	0	1829	0	0	0	1829	0	0	0	0	0	0	0	1829	27,8	1
90679	2018.08.28. 15:59:15	15	5	5/15	Diab.virg/4	V310	61	30,82	0	0	0	0	157	612	0	0	612	157	0	0	0	0	0	0	769	66,7	0
90611	2018.08.28. 15:48:08	15	6	6/15	Diab.virg/5	V344	60	28,37	0	0	0	1732	2677	1972	0	0	2677	1972	1732	0	0	0	0	0	6381	111,5	0
90783	2018.08.28. 15:41:13	15	4	4/21	Diab.virg/3	V330	49	31,29	4	7	4	0	0	2403	0	0	2403	7	4	4	0	0	0	0	2418	94,2	1
90677	2018.08.28. 14:52:33	14	5	5/15	Diab.virg/4	V310	61	31,45	490	2013	2613	1935	2882	1381	444	131	2882	2613	2013	1935	1381	490	444	131	11889	12,8	0
90676	2018.08.28. 14:39:47	14	5	5/15	Diab.virg/4	V310	61	31,89	1345	1145	467	229	97	26	5	1	1345	1145	467	229	97	26	5	1	3315	4,8	0
90675	2018.08.28. 14:34:58	14	5	5/15	Diab.virg/4	V310	61	32,01	178	995	1404	1287	1204	329	132	39	1404	1287	1204	995	329	178	132	39	5568	15,7	0
90674	2018.08.28. 14:19:15	14	5	5/15	Diab.virg/4	V310	61	32,73	0	0	0	0	4	1995	0	0	1995	4	0	0	0	0	0	0	1999	50,1	1
90782	2018.08.28. 14:07:03	14	4	4/21	Diab.virg/3	V330	48	38,3	3	0	0	0	909	0	6	2	909	6	3	2	0	0	0	0	920	38,1	0
90610	2018.08.28. 13:56:39	13	6	6/15	Diab.virg/5	V344	60	29,4	1	2	3	3	4	2054	1399	0	2054	1399	4	3	3	2	1	0	3466	29,4	1
90673	2018.08.28. 13:29:06	13	5	5/15	Diab.virg/4	V310	61	33,07	704	1981	1844	2239	1315	363	173	72	2239	1981	1844	1315	704	363	173	72	8691	94,9	0
90781	2018.08.28. 13:28:57	13	4	4/21	Diab.virg/3	V330	48	40,44	0	0	0	0	0	0	818	0	818	0	0	0	0	0	0	0	818	48,3	0
90609	2018.08.28. 13:27:14	13	6	6/15	Diab.virg/5	V344	59	29,81	0	0	0	3	2410	1192	0	0	2410	1192	3	0	0	0	0	0	3605	65,8	1
90780	2018.08.28. 12:40:36	12	4	4/21	Diab.virg/3	V330	49	41,19	0	0	0	0	484	2862	2492	57	2862	2492	484	57	0	0	0	0	5895	15,3	1
90779	2018.08.28. 12:25:17	12	4	4/21	Diab.virg/3	V330	50	39,75	157	499	908	947	1928	1320	563	248	1928	1320	947	908	563	499	248	157	6570	21,1	0
90608	2018.08.28. 12:21:28	12	6	6/15	Diab.virg/5	V344	59	28,82	0	0	0	0	0	530	3937	0	3937	530	0	0	0	0	0	0	4467	126,6	1
90778	2018.08.28. 12:04:09	12	4	4/21	Diab.virg/3	V330	50	38,69	3	1	0	0	0	0	759	1466	1466	759	3	1	0	0	0	0	2229	5,4	1
90777	2018.08.28. 11:58:47	11	4	4/21	Diab.virg/3	V330	51	37,85	3	9	116	22	3815	0	0	3	3815	116	22	9	3	3	0	0	3968	28,5	0
90672	2018.08.28. 11:54:14	11	5	5/15	Diab.virg/4	V310	61	28,55	5	177	200	181	199	516	2663	306	2663	516	306	200	199	181	177	5	4247	38,1	0
90776	2018.08.28. 11:30:16	11	4	4/21	Diab.virg/3	V330	51	35,46	4	21	10	1	1473	422	4	17	1473	422	21	17	10	4	4	1	1952	4,8	0
90775	2018.08.28. 11:25:31	11	4	4/21	Diab.virg/3	V330	51	35,06	0	0	0	0	1404	0	0	0	1404	0	0	0	0	0	0	0	1404	29,9	0
90671	2018.08.28. 11:16:11	11	5	5/15	Diab.virg/4	V310	60	25,9	0	0	0	0	1433	0	0	0	1433	0	0	0	0	0	0	0	1433	5,8	1
90670	2018.08.28. 11:10:24	11	5	5/15	Diab.virg/4	V310	60	25,24	34	171	432	787	1291	2107	1007	258	2107	1291	1007	787	432	258	171	34	6087	38,7	0
90774	2018.08.28. 10:55:40	10	4	4/21	Diab.virg/3	V330	52	33,09	0	1	0	0	9	232	827	16	827	232	16	9	1	0	0	0	1085	26,7	0
90669	2018.08.28. 10:31:43	10	5	5/15	Diab.virg/4	V310	60	23,19	1253	1765	2259	2362	2224	2130	2251	1761	2362	2259	2251	2224	2130	1765	1761	1253	16005	5,4	0
90773	2018.08.28. 10:29:00	10	4	4/21	Diab.virg/3	V330	52	31,71	196	1349	1556	1694	1122	300	122	67	1694	1556	1349	1122	300	196	122	67	6406	8,6	0
90668	2018.08.28. 10:26:17	10	5	5/15	Diab.virg/4	V310	60	22,99	0	0	3009	0	0	0	0	0	3009	0	0	0	0	0	0	0	3009	41,5	1
90772	2018.08.28. 10:20:22	10	4	4/21	Diab.virg/3	V330	52	30,98	7	3	0	0	0	0	1009	0	1009	7	3	0	0	0	0	0	1019	941,8	0
90607	2018.08.28. 10:14:52	10	6	6/15	Diab.virg/5	V344	59	23,27	0	0	0	2246	2617	337	0	0	2617	2246	337	0	0	0	0	0	5200	85,8	1
90667	2018.08.28. 09:44:48	9	5	5/15	Diab.virg/4	V310	59	21,35	0	0	0	3140	843	9	0	0	3140	843	9	0	0	0	0	0	3992	2,5	1
90666	2018.08.28. 09:42:20	9	5	5/15	Diab.virg/4	V310	59	21,03	0	0	2331	72	0	0	7	5	2331	72	7	5	0	0	0	0	2415	2,8	1
90665	2018.08.28. 09:39:33	9	5	5/15	Diab.virg/4	V310	59	20,76	4	0	0	1227	0	0	14	8	1227	14	8	4	0	0	0	0	1253	9,4	1
90664	2018.08.28. 09:30:07	9	5	5/15	Diab.virg/4	V310	59	20,25	0	1269	819	0	0	0	0	4	1269	819	4	0	0	0	0	0	2092	14,8	1
90663	2018.08.28. 09:15:17	9	5	5/15	Diab.virg/4	V310	59	19,52	0	0	980	505	0	0	0	1	980	505	1	0	0	0	0	0	1486	206,1	1
90606	2018.08.28. 08:49:02	8	6	6/15	Diab.virg/5	V344	60	18,24	0	0	0	0	172	4293	16	0	4293	172	16	0	0	0	0	0	4481	691,9	1
90662	2018.08.28. 05:49:13	5	5	5/15	Diab.virg/4	V310	58	7,8	0	0	2439	161	2	3	4	4	2439	161	4	4	3	2	0	0	2613	559,4	1
90351	2018.08.27. 21:17:08	21	6	6/15	Diab.virg/5	V344	59	14,17	2	2	1	0	316	2785	0	0	2785	316	2	2	1	0	0	0	3106	2,6	1
90350	2018.08.27. 21:14:34	21	6	6/15	Diab.virg/5	V344	59	14,19	6	7	7	6	5	1455	2906	1	2906	1455	7	7	6	6	5	1	4393	27,1	1
